Name	RawCount	Condition	Log10 Count
hsa-miR-122-5p	18.29554118	YoungOxy	1.26234526
hsa-miR-1255b-5p	17.91816202	YoungOxy	1.253293459
hsa-miR-132-5p	17.71836965	YoungOxy	1.248423758
hsa-miR-130b-5p	17.63938391	YoungOxy	1.246483412
hsa-miR-342-5p	17.54236458	YoungOxy	1.244088133
hsa-miR-659-5p	16.87304222	YoungOxy	1.227193393
hsa-miR-221-3p	16.54714594	YoungOxy	1.218723097
hsa-miR-6747-3p	16.1865834	YoungOxy	1.209155189
hsa-miR-136-3p	16.10858544	YoungOxy	1.207057405
hsa-miR-652-3p	15.72282949	YoungOxy	1.196530705
hsa-miR-155-5p	15.61580166	YoungOxy	1.193564284
hsa-miR-664a-3p	14.83718369	YoungOxy	1.171351473
hsa-miR-122b-5p	14.58359114	YoungOxy	1.16386448
hsa-miR-6883-3p	14.22116297	YoungOxy	1.152935113
hsa-miR-378i	13.85944488	YoungOxy	1.141745836
hsa-miR-29b-3p	13.80090851	YoungOxy	1.139907677
hsa-miR-675-5p	13.41754384	YoungOxy	1.127673023
hsa-miR-939-5p	13.21239897	YoungOxy	1.120981679
hsa-miR-190b-5p	13.04406942	YoungOxy	1.115413101
hsa-miR-3613-5p	12.87220348	YoungOxy	1.109652896
hsa-miR-10395-3p	12.86709322	YoungOxy	1.109480447
hsa-miR-212-5p	12.79304998	YoungOxy	1.106974096
hsa-miR-151a-5p	12.43518451	YoungOxy	1.094652234
hsa-miR-96-5p	11.93546291	YoungOxy	1.076839268
hsa-let-7b-3p	11.87324168	YoungOxy	1.074569308
hsa-miR-148a-5p	11.82921656	YoungOxy	1.072955982
hsa-miR-106a-5p	11.37042703	YoungOxy	1.055776775
hsa-miR-495-3p	11.32064772	YoungOxy	1.053871276
hsa-miR-455-5p	11.12163683	YoungOxy	1.046168709
hsa-miR-20b-5p	11.02646696	YoungOxy	1.04243638
hsa-miR-15b-5p	11.02294201	YoungOxy	1.042297523
hsa-miR-362-5p	10.94939682	YoungOxy	1.039390195
hsa-miR-3148	10.15849112	YoungOxy	1.006829205
hsa-miR-944	10.05603172	YoungOxy	1.002426634
hsa-miR-6515-5p	9.734887807	YoungOxy	0.988330951
hsa-miR-10b-3p	9.633619887	YoungOxy	0.983789506
hsa-miR-9-5p	9.60940021	YoungOxy	0.982696281
hsa-miR-651-5p	9.120424802	YoungOxy	0.960015067
hsa-miR-656-3p	8.825116093	YoungOxy	0.945720427
hsa-miR-30d-5p	8.808689718	YoungOxy	0.944911312
hsa-miR-3605-3p	8.77886173	YoungOxy	0.943438209
hsa-miR-134-5p	8.760220149	YoungOxy	0.94251502
hsa-miR-582-3p	8.721795026	YoungOxy	0.940605876
hsa-miR-6716-3p	8.664084388	YoungOxy	0.937722674
hsa-miR-149-5p	8.525181138	YoungOxy	0.930703615
hsa-miR-3191-3p	8.257749356	YoungOxy	0.916861697
hsa-miR-541-3p	8.039532686	YoungOxy	0.905230805
hsa-miR-450b-5p	7.981258324	YoungOxy	0.902071368
hsa-miR-6806-3p	7.785508241	YoungOxy	0.891286969
hsa-let-7c-3p	7.743624317	YoungOxy	0.888944275
hsa-miR-509-3-5p	7.670511029	YoungOxy	0.884824299
hsa-miR-24-1-5p	7.659354834	YoungOxy	0.88419219
hsa-miR-432-5p	7.370056125	YoungOxy	0.867470795
hsa-miR-29c-5p	7.0345911	YoungOxy	0.847238858
hsa-miR-3177-3p	6.981894835	YoungOxy	0.843973303
hsa-miR-3912-3p	6.977092494	YoungOxy	0.84367448
hsa-miR-3681-5p	6.676725638	YoungOxy	0.82456353
hsa-miR-30d-3p	6.550396135	YoungOxy	0.816267565
hsa-miR-204-5p	6.469043604	YoungOxy	0.810840078
hsa-miR-1278	6.444325875	YoungOxy	0.809177494
hsa-miR-3605-5p	6.417035047	YoungOxy	0.807334411
hsa-miR-190a-5p	6.400988463	YoungOxy	0.806247044
hsa-miR-520a-3p	6.324438273	YoungOxy	0.801021958
hsa-miR-143-5p	6.029649515	YoungOxy	0.780292069
hsa-miR-487b-3p	5.614197398	YoungOxy	0.749287679
hsa-miR-584-5p	5.608707349	YoungOxy	0.74886278
hsa-miR-6866-5p	5.308340493	YoungOxy	0.724958772
hsa-miR-214-5p	5.158157065	YoungOxy	0.712494562
hsa-miR-30a-5p	5.122159156	YoungOxy	0.709453069
hsa-let-7f-1-3p	5.111726605	YoungOxy	0.708567618
hsa-miR-513c-5p	5.024707929	YoungOxy	0.701110823
hsa-miR-4662a-5p	4.775917727	YoungOxy	0.679056837
hsa-miR-204-3p	4.770683484	YoungOxy	0.678580604
hsa-miR-421	4.639207785	YoungOxy	0.666443825
hsa-miR-4699-3p	4.522237136	YoungOxy	0.655353332
hsa-miR-369-3p	4.505035006	YoungOxy	0.65369817
hsa-miR-4431	4.456067385	YoungOxy	0.64895175
hsa-miR-378g	4.371709854	YoungOxy	0.640651331
hsa-miR-489-3p	4.330601686	YoungOxy	0.636548241
hsa-miR-29c-3p	4.205135987	YoungOxy	0.623780045
hsa-miR-3180-3p	4.166944771	YoungOxy	0.619817744
hsa-miR-1468-5p	4.054952559	YoungOxy	0.607985778
hsa-miR-7702	4.019766343	YoungOxy	0.60420081
hsa-miR-598-3p	4.019766343	YoungOxy	0.60420081
hsa-miR-154-5p	4.019766343	YoungOxy	0.60420081
hsa-miR-6862-5p	4.019766343	YoungOxy	0.60420081
hsa-miR-548aq-3p	4.019766343	YoungOxy	0.60420081
hsa-miR-1185-1-3p	4.019766343	YoungOxy	0.60420081
hsa-miR-3127-3p	3.954028494	YoungOxy	0.597039795
hsa-miR-24-2-5p	3.879583564	YoungOxy	0.588785111
hsa-miR-522-3p	3.738107217	YoungOxy	0.572651754
hsa-miR-660-5p	3.713389487	YoungOxy	0.569770504
hsa-miR-363-5p	3.713389487	YoungOxy	0.569770504
hsa-miR-15a-5p	3.604402275	YoungOxy	0.556833255
hsa-miR-3129-3p	3.51729555	YoungOxy	0.546208863
hsa-miR-378f	3.478848528	YoungOxy	0.54143552
hsa-miR-576-3p	3.429501117	YoungOxy	0.535230949
hsa-miR-1306-5p	3.40521529	YoungOxy	0.532144575
hsa-miR-15b-3p	3.361534025	YoungOxy	0.526537511
hsa-miR-4661-5p	3.361534025	YoungOxy	0.526537511
hsa-miR-1287-5p	3.358529025	YoungOxy	0.526149106
hsa-miR-504-3p	3.342050538	YoungOxy	0.524013013
hsa-miR-99b-5p	3.339477441	YoungOxy	0.523678514
hsa-miR-3157-3p	3.309613516	YoungOxy	0.519777281
hsa-miR-5010-3p	3.21658484	YoungOxy	0.507395011
hsa-miR-1323	3.153851991	YoungOxy	0.498841308
hsa-miR-375-3p	3.101843434	YoungOxy	0.491619873
hsa-miR-34c-5p	3.049922925	YoungOxy	0.484288864
hsa-miR-18a-5p	3.014824757	YoungOxy	0.479262073
hsa-miR-580-3p	3.014824757	YoungOxy	0.479262073
hsa-miR-760	3.014824757	YoungOxy	0.479262073
hsa-miR-708-5p	3.014824757	YoungOxy	0.479262073
hsa-miR-552-3p	3.014824757	YoungOxy	0.479262073
hsa-miR-19b-3p	2.978950833	YoungOxy	0.474063335
hsa-miR-758-3p	2.97071159	YoungOxy	0.472860491
hsa-miR-548j-5p	2.957326151	YoungOxy	0.470899224
hsa-miR-874-3p	2.853485134	YoungOxy	0.455375614
hsa-miR-11400	2.752561069	YoungOxy	0.439736963
hsa-miR-1843	2.703301706	YoungOxy	0.431894519
hsa-miR-6511a-3p	2.599372641	YoungOxy	0.414868544
hsa-miR-5010-5p	2.599372641	YoungOxy	0.414868544
hsa-miR-6873-3p	2.599372641	YoungOxy	0.414868544
hsa-miR-365b-5p	2.553118278	YoungOxy	0.407070935
hsa-miR-374b-3p	2.553118278	YoungOxy	0.407070935
hsa-miR-382-3p	2.553118278	YoungOxy	0.407070935
hsa-miR-539-5p	2.553118278	YoungOxy	0.407070935
hsa-miR-512-3p	2.512353964	YoungOxy	0.400080827
hsa-miR-548k	2.512353964	YoungOxy	0.400080827
hsa-miR-455-3p	2.454855358	YoungOxy	0.390025908
hsa-miR-3662	2.252751422	YoungOxy	0.352713272
hsa-miR-181d-5p	2.252751422	YoungOxy	0.352713272
hsa-miR-194-3p	2.252751422	YoungOxy	0.352713272
hsa-miR-107	2.252751422	YoungOxy	0.352713272
hsa-miR-425-5p	2.252751422	YoungOxy	0.352713272
hsa-let-7a-3p	2.228033692	YoungOxy	0.347921754
hsa-miR-296-3p	2.228033692	YoungOxy	0.347921754
hsa-miR-372-3p	2.102567994	YoungOxy	0.322750049
hsa-miR-301a-3p	2.102567994	YoungOxy	0.322750049
hsa-miR-1291	2.009883172	YoungOxy	0.303170814
hsa-miR-452-5p	2.009883172	YoungOxy	0.303170814
hsa-miR-629-3p	2.009883172	YoungOxy	0.303170814
hsa-miR-339-3p	1.952384566	YoungOxy	0.290565366
hsa-miR-590-3p	1.952384566	YoungOxy	0.290565366
hsa-miR-28-3p	1.87317323	YoungOxy	0.272577943
hsa-miR-4640-5p	1.856694744	YoungOxy	0.268740508
hsa-miR-23a-5p	1.856694744	YoungOxy	0.268740508
hsa-miR-4646-3p	1.856694744	YoungOxy	0.268740508
hsa-miR-576-5p	1.807779235	YoungOxy	0.257145394
hsa-miR-3127-5p	1.802201137	YoungOxy	0.255803259
hsa-miR-1228-5p	1.802201137	YoungOxy	0.255803259
hsa-miR-486-3p	1.801733299	YoungOxy	0.255690505
hsa-miR-3135a	1.652017709	YoungOxy	0.218014699
hsa-miR-450a-5p	1.651549871	YoungOxy	0.217891692
hsa-miR-548ba	1.651549871	YoungOxy	0.217891692
hsa-miR-4727-3p	1.507412379	YoungOxy	0.178232077
hsa-miR-6741-3p	1.507412379	YoungOxy	0.178232077
hsa-miR-2113	1.507412379	YoungOxy	0.178232077
hsa-miR-4787-3p	1.501834281	YoungOxy	0.176622013
hsa-miR-92a-1-5p	1.485355795	YoungOxy	0.171830495
hsa-miR-132-3p	1.485355795	YoungOxy	0.171830495
hsa-miR-589-5p	1.351650853	YoungOxy	0.130864523
hsa-miR-4786-5p	1.34341161	YoungOxy	0.128209097
hsa-let-7f-2-3p	1.324360026	YoungOxy	0.122006064
hsa-miR-548ae-5p	1.253387933	YoungOxy	0.098085509
hsa-miR-2277-5p	1.201467425	YoungOxy	0.079712
hsa-miR-30e-5p	1.155125014	YoungOxy	0.062628988
hsa-miR-4433b-3p	1.155125014	YoungOxy	0.062628988
hsa-miR-454-5p	1.114016846	YoungOxy	0.046891758
hsa-miR-223-5p	1.114016846	YoungOxy	0.046891758
hsa-miR-548a-3p	1.114016846	YoungOxy	0.046891758
hsa-miR-877-5p	1.114016846	YoungOxy	0.046891758
hsa-miR-3158-3p	1.051283997	YoungOxy	0.021720053
hsa-miR-5699-5p	1.004941586	YoungOxy	0.002140818
hsa-miR-320b	0.892861326	YoungOxy	-0.049215988
hsa-miR-616-3p	0.873809742	YoungOxy	-0.058583118
hsa-miR-3124-5p	0.750917141	YoungOxy	-0.124407982
hsa-miR-6715a-3p	0.750917141	YoungOxy	-0.124407982
hsa-miR-299-3p	0.750917141	YoungOxy	-0.124407982
hsa-miR-3934-5p	0.742677897	YoungOxy	-0.129199501
hsa-miR-337-3p	0.742677897	YoungOxy	-0.129199501
hsa-miR-4697-5p	0.742677897	YoungOxy	-0.129199501
hsa-miR-1914-5p	0.742677897	YoungOxy	-0.129199501
hsa-miR-6511b-5p	0.742677897	YoungOxy	-0.129199501
hsa-miR-548bc	0.600733712	YoungOxy	-0.221317995
hsa-miR-129-5p	0.600733712	YoungOxy	-0.221317995
hsa-miR-422a	0.600733712	YoungOxy	-0.221317995
hsa-miR-6842-3p	0.600733712	YoungOxy	-0.221317995
hsa-miR-339-5p	0.600733712	YoungOxy	-0.221317995
hsa-miR-26a-2-3p	0.502470793	YoungOxy	-0.298889177
hsa-miR-4748	0.502470793	YoungOxy	-0.298889177
hsa-miR-574-3p	0.502470793	YoungOxy	-0.298889177
hsa-miR-4749-5p	0.502470793	YoungOxy	-0.298889177
hsa-miR-3179	0.502470793	YoungOxy	-0.298889177
hsa-miR-3915	0.450550284	YoungOxy	-0.346256732
hsa-miR-216b-5p	0.371338949	YoungOxy	-0.430229496
hsa-miR-34a-5p	0.371338949	YoungOxy	-0.430229496
hsa-miR-210-3p	0.371338949	YoungOxy	-0.430229496
hsa-miR-1246	0.300366856	YoungOxy	-0.522347991
hsa-miR-1292-5p	0.300366856	YoungOxy	-0.522347991
hsa-miR-95-5p	0.150183428	YoungOxy	-0.823377987
hsa-miR-516b-5p	0.150183428	YoungOxy	-0.823377987
hsa-miR-25-5p	0.150183428	YoungOxy	-0.823377987
hsa-miR-5699-3p	0.150183428	YoungOxy	-0.823377987
hsa-miR-3688-3p	0.150183428	YoungOxy	-0.823377987
hsa-miR-656-5p	0	YoungOxy	
hsa-miR-1298-5p	0	YoungOxy	
hsa-miR-487a-3p	0	YoungOxy	
hsa-miR-6827-3p	0	YoungOxy	
hsa-miR-3170	0	YoungOxy	
hsa-miR-4754	0	YoungOxy	
hsa-miR-1250-5p	0	YoungOxy	
hsa-miR-3622a-5p	0	YoungOxy	
hsa-miR-3690	0	YoungOxy	
hsa-miR-4709-3p	0	YoungOxy	
hsa-miR-518a-3p	0	YoungOxy	
hsa-miR-6786-3p	0	YoungOxy	
hsa-miR-3918	0	YoungOxy	
hsa-miR-373-3p	0	YoungOxy	
hsa-miR-4755-5p	0	YoungOxy	
hsa-miR-6874-3p	0	YoungOxy	
hsa-miR-448	0	YoungOxy	
hsa-miR-3200-5p	0	YoungOxy	
hsa-miR-548s	0	YoungOxy	
hsa-miR-302b-3p	0	YoungOxy	
hsa-miR-548ah-5p	0	YoungOxy	
hsa-miR-515-5p	0	YoungOxy	
hsa-miR-3940-5p	0	YoungOxy	
hsa-miR-526a-3p	0	YoungOxy	
hsa-miR-16-1-3p	0	YoungOxy	
hsa-miR-103a-2-5p	0	YoungOxy	
hsa-miR-6832-5p	0	YoungOxy	
hsa-miR-6877-5p	0	YoungOxy	
hsa-miR-181c-3p	0	YoungOxy	
hsa-miR-3187-3p	0	YoungOxy	
hsa-miR-3682-5p	0	YoungOxy	
hsa-miR-6766-5p	0	YoungOxy	
hsa-miR-377-5p	0	YoungOxy	
hsa-miR-450a-2-3p	0	YoungOxy	
hsa-miR-5196-3p	0	YoungOxy	
hsa-miR-6793-3p	0	YoungOxy	
hsa-miR-6884-5p	0	YoungOxy	
hsa-miR-1276	0	YoungOxy	
hsa-miR-517-5p	0	YoungOxy	
hsa-miR-3163	0	YoungOxy	
hsa-miR-18b-5p	0	YoungOxy	
hsa-miR-23a-3p	0	YoungOxy	
hsa-miR-370-5p	0	YoungOxy	
hsa-miR-675-3p	0	YoungOxy	
hsa-miR-7-1-3p	0	YoungOxy	
hsa-miR-337-5p	0	YoungOxy	
hsa-miR-3617-5p	0	YoungOxy	
hsa-miR-483-3p	0	YoungOxy	
hsa-miR-6513-3p	0	YoungOxy	
hsa-miR-4659a-3p	0	YoungOxy	
hsa-miR-1289	0	YoungOxy	
hsa-miR-3140-3p	0	YoungOxy	
hsa-miR-181b-2-3p	0	YoungOxy	
hsa-miR-3611	0	YoungOxy	
hsa-miR-2278	0	YoungOxy	
hsa-miR-1179	0	YoungOxy	
hsa-miR-29b-2-5p	0	YoungOxy	
hsa-miR-5002-5p	0	YoungOxy	
hsa-miR-10527-5p	0	YoungOxy	
hsa-miR-19b-1-5p	0	YoungOxy	
hsa-miR-532-3p	0	YoungOxy	
hsa-miR-4743-5p	0	YoungOxy	
hsa-miR-561-3p	0	YoungOxy	
hsa-miR-514b-5p	0	YoungOxy	
hsa-miR-4723-3p	0	YoungOxy	
hsa-miR-4747-5p	0	YoungOxy	
hsa-miR-6516-5p	0	YoungOxy	
hsa-miR-3146	0	YoungOxy	
hsa-miR-1247-5p	0	YoungOxy	
hsa-miR-3150b-3p	0	YoungOxy	
hsa-miR-5587-3p	0	YoungOxy	
hsa-miR-548ar-3p	0	YoungOxy	
hsa-miR-4690-3p	0	YoungOxy	
hsa-miR-4726-5p	0	YoungOxy	
hsa-miR-497-5p	0	YoungOxy	
hsa-miR-4638-5p	0	YoungOxy	
hsa-miR-6765-5p	0	YoungOxy	
hsa-miR-6868-3p	0	YoungOxy	
hsa-miR-101-5p	0	YoungOxy	
hsa-miR-6511a-5p	0	YoungOxy	
hsa-miR-6748-3p	0	YoungOxy	
hsa-miR-1248	0	YoungOxy	
hsa-miR-4671-5p	0	YoungOxy	
hsa-miR-6826-5p	0	YoungOxy	
hsa-miR-579-5p	0	YoungOxy	
hsa-miR-205-5p	0	YoungOxy	
hsa-miR-6818-3p	0	YoungOxy	
hsa-miR-3192-5p	0	YoungOxy	
hsa-miR-320a-5p	0	YoungOxy	
hsa-miR-597-3p	0	YoungOxy	
hsa-miR-4722-5p	0	YoungOxy	
hsa-miR-627-5p	0	YoungOxy	
hsa-miR-5683	0	YoungOxy	
hsa-miR-3074-5p	0	YoungOxy	
hsa-miR-210-5p	0	YoungOxy	
hsa-miR-6825-5p	0	YoungOxy	
hsa-miR-6780b-3p	0	YoungOxy	
hsa-miR-655-3p	0	YoungOxy	
hsa-miR-223-3p	0	YoungOxy	
hsa-miR-1238-3p	0	YoungOxy	
hsa-miR-2116-3p	0	YoungOxy	
hsa-miR-664b-5p	0	YoungOxy	
hsa-miR-6803-3p	0	YoungOxy	
hsa-miR-4765	0	YoungOxy	
hsa-miR-766-3p	0	YoungOxy	
hsa-miR-7113-5p	0	YoungOxy	
hsa-miR-6733-5p	0	YoungOxy	
hsa-miR-182-3p	0	YoungOxy	
hsa-miR-625-3p	0	YoungOxy	
hsa-miR-616-5p	0	YoungOxy	
hsa-miR-323a-3p	0	YoungOxy	
hsa-miR-92b-5p	0	YoungOxy	
hsa-miR-3117-3p	0	YoungOxy	
hsa-miR-3065-3p	0	YoungOxy	
hsa-miR-10a-3p	0	YoungOxy	
hsa-miR-200a-5p	0	YoungOxy	
hsa-miR-3202	0	YoungOxy	
hsa-miR-1295b-3p	0	YoungOxy	
hsa-miR-6883-5p	0	YoungOxy	
hsa-miR-548n	0	YoungOxy	
hsa-miR-9903	0	YoungOxy	
hsa-miR-3149	0	YoungOxy	
hsa-miR-122b-3p	0	YoungOxy	
hsa-miR-146b-3p	0	YoungOxy	
hsa-miR-6805-5p	0	YoungOxy	
hsa-miR-3942-5p	0	YoungOxy	
hsa-miR-10399-3p	0	YoungOxy	
hsa-miR-1245b-5p	0	YoungOxy	
hsa-let-7e-3p	0	YoungOxy	
hsa-miR-5588-5p	0	YoungOxy	
hsa-miR-191-3p	0	YoungOxy	
hsa-miR-5688	0	YoungOxy	
hsa-let-7g-3p	0	YoungOxy	
hsa-miR-551b-5p	0	YoungOxy	
hsa-miR-3928-3p	0	YoungOxy	
hsa-miR-302a-5p	0	YoungOxy	
hsa-miR-20a-3p	0	YoungOxy	
hsa-miR-19a-3p	0	YoungOxy	
hsa-miR-4672	0	YoungOxy	
hsa-miR-664b-3p	0	YoungOxy	
hsa-miR-4645-3p	0	YoungOxy	
hsa-miR-219b-5p	0	YoungOxy	
hsa-miR-4699-5p	0	YoungOxy	
hsa-miR-6509-5p	0	YoungOxy	
hsa-miR-1266-5p	0	YoungOxy	
hsa-miR-342-3p	0	YoungOxy	
hsa-miR-329-5p	0	YoungOxy	
hsa-miR-409-5p	0	YoungOxy	
hsa-miR-3612	0	YoungOxy	
hsa-miR-4761-3p	0	YoungOxy	
hsa-miR-5585-3p	0	YoungOxy	
hsa-miR-5680	0	YoungOxy	
hsa-miR-10392-5p	0	YoungOxy	
hsa-miR-3682-3p	0	YoungOxy	
hsa-miR-624-5p	0	YoungOxy	
hsa-miR-1304-5p	0	YoungOxy	
hsa-miR-6718-5p	0	YoungOxy	
hsa-miR-7155-3p	0	YoungOxy	
hsa-miR-550a-5p	0	YoungOxy	
hsa-miR-1295a	0	YoungOxy	
hsa-miR-4637	0	YoungOxy	
hsa-miR-519a-3p	0	YoungOxy	
hsa-miR-5003-3p	0	YoungOxy	
hsa-miR-653-3p	0	YoungOxy	
hsa-miR-299-5p	0	YoungOxy	
hsa-miR-10398-5p	0	YoungOxy	
hsa-miR-4687-3p	0	YoungOxy	
hsa-miR-3150a-5p	0	YoungOxy	
hsa-miR-338-5p	0	YoungOxy	
hsa-miR-1185-2-3p	0	YoungOxy	
hsa-miR-5691	0	YoungOxy	
hsa-miR-3685	0	YoungOxy	
hsa-miR-519d-3p	0	YoungOxy	
hsa-miR-766-5p	0	YoungOxy	
hsa-miR-5581-3p	0	YoungOxy	
hsa-miR-516a-5p	0	YoungOxy	
hsa-miR-1271-3p	0	YoungOxy	
hsa-miR-4433b-5p	0	YoungOxy	
hsa-miR-4659b-3p	0	YoungOxy	
hsa-miR-200c-3p	0	YoungOxy	
hsa-miR-548ay-3p	0	YoungOxy	
hsa-miR-618	0	YoungOxy	
hsa-miR-200b-3p	0	YoungOxy	
hsa-miR-7974	0	YoungOxy	
hsa-miR-6852-5p	0	YoungOxy	
hsa-miR-491-5p	0	YoungOxy	
hsa-miR-548al	0	YoungOxy	
hsa-miR-17-3p	0	YoungOxy	
hsa-miR-520a-5p	0	YoungOxy	
hsa-miR-196b-3p	0	YoungOxy	
hsa-miR-196a-3p	0	YoungOxy	
hsa-miR-641	0	YoungOxy	
hsa-miR-29a-5p	0	YoungOxy	
hsa-miR-4533	0	YoungOxy	
hsa-miR-1285-3p	0	YoungOxy	
hsa-miR-4433a-5p	0	YoungOxy	
hsa-miR-1193	0	YoungOxy	
hsa-miR-6894-3p	0	YoungOxy	
hsa-miR-3941	0	YoungOxy	
hsa-miR-135a-2-3p	0	YoungOxy	
hsa-miR-518c-5p	0	YoungOxy	
hsa-miR-26b-3p	0	YoungOxy	
hsa-miR-590-5p	0	YoungOxy	
hsa-miR-525-5p	0	YoungOxy	
hsa-miR-548az-5p	0	YoungOxy	
hsa-miR-4796-3p	0	YoungOxy	
hsa-miR-4725-3p	0	YoungOxy	
hsa-miR-3151-5p	0	YoungOxy	
hsa-miR-412-5p	0	YoungOxy	
hsa-miR-6854-3p	0	YoungOxy	
hsa-miR-6502-5p	0	YoungOxy	
hsa-miR-433-5p	0	YoungOxy	
hsa-miR-570-3p	0	YoungOxy	
hsa-miR-4762-3p	0	YoungOxy	
hsa-miR-6859-3p	0	YoungOxy	
hsa-miR-5000-5p	0	YoungOxy	
hsa-miR-129-2-3p	0	YoungOxy	
hsa-miR-3177-5p	0	YoungOxy	
hsa-miR-3065-5p	0	YoungOxy	
hsa-miR-6739-3p	0	YoungOxy	
hsa-miR-520g-3p	0	YoungOxy	
hsa-miR-125b-2-3p	0	YoungOxy	
hsa-miR-5001-3p	0	YoungOxy	
hsa-miR-6811-5p	0	YoungOxy	
hsa-miR-323b-3p	0	YoungOxy	
hsa-miR-1273c	0	YoungOxy	
hsa-miR-4670-5p	0	YoungOxy	
hsa-miR-1273h-3p	0	YoungOxy	
hsa-miR-5690	0	YoungOxy	
hsa-miR-6827-5p	0	YoungOxy	
hsa-miR-4489	0	YoungOxy	
hsa-miR-891a-5p	0	YoungOxy	
hsa-miR-2115-3p	0	YoungOxy	
hsa-miR-4460	0	YoungOxy	
hsa-miR-520b-3p	0	YoungOxy	
hsa-miR-505-3p	0	YoungOxy	
hsa-miR-4680-5p	0	YoungOxy	
hsa-miR-4712-5p	0	YoungOxy	
hsa-miR-518b	0	YoungOxy	
hsa-miR-6802-3p	0	YoungOxy	
hsa-miR-7855-5p	0	YoungOxy	
hsa-miR-3126-5p	0	YoungOxy	
hsa-miR-550a-3-5p	0	YoungOxy	
hsa-miR-6812-3p	0	YoungOxy	
hsa-miR-6848-5p	0	YoungOxy	
hsa-miR-660-3p	0	YoungOxy	
hsa-miR-628-3p	0	YoungOxy	
hsa-miR-4422	0	YoungOxy	
hsa-miR-3131	0	YoungOxy	
hsa-miR-296-5p	0	YoungOxy	
hsa-miR-197-5p	0	YoungOxy	
hsa-miR-1911-5p	0	YoungOxy	
hsa-miR-526b-5p	0	YoungOxy	
hsa-miR-494-5p	0	YoungOxy	
hsa-miR-6715b-3p	0	YoungOxy	
hsa-miR-3620-5p	0	YoungOxy	
hsa-miR-21-3p	0	YoungOxy	
hsa-miR-188-3p	0	YoungOxy	
hsa-miR-6859-5p	0	YoungOxy	
hsa-miR-4688	0	YoungOxy	
hsa-miR-345-3p	0	YoungOxy	
hsa-miR-6782-5p	0	YoungOxy	
hsa-miR-548u	0	YoungOxy	
hsa-miR-5697	0	YoungOxy	
hsa-miR-6837-3p	0	YoungOxy	
hsa-miR-4682	0	YoungOxy	
hsa-miR-548v	0	YoungOxy	
hsa-miR-5187-3p	0	YoungOxy	
hsa-miR-3661	0	YoungOxy	
hsa-miR-548at-5p	0	YoungOxy	
hsa-miR-1296-5p	0	YoungOxy	
hsa-miR-6500-3p	0	YoungOxy	
hsa-miR-383-5p	0	YoungOxy	
hsa-miR-4753-5p	0	YoungOxy	
hsa-miR-6743-3p	0	YoungOxy	
hsa-miR-511-5p	0	YoungOxy	
hsa-miR-503-5p	0	YoungOxy	
hsa-miR-34c-3p	0	YoungOxy	
hsa-miR-6892-5p	0	YoungOxy	
hsa-miR-1234-3p	0	YoungOxy	
hsa-miR-4764-5p	0	YoungOxy	
hsa-miR-6789-3p	0	YoungOxy	
hsa-miR-141-5p	0	YoungOxy	
hsa-miR-4735-5p	0	YoungOxy	
hsa-miR-1185-5p	0	YoungOxy	
hsa-miR-1908-5p	0	YoungOxy	
hsa-miR-185-3p	0	YoungOxy	
hsa-miR-3162-5p	0	YoungOxy	
hsa-miR-3116	0	YoungOxy	
hsa-miR-208a-3p	0	YoungOxy	
hsa-miR-4712-3p	0	YoungOxy	
hsa-miR-4717-3p	0	YoungOxy	
hsa-miR-6750-3p	0	YoungOxy	
hsa-miR-4999-5p	0	YoungOxy	
hsa-miR-520c-3p	0	YoungOxy	
hsa-miR-20b-3p	0	YoungOxy	
hsa-miR-4636	0	YoungOxy	
hsa-miR-6514-5p	0	YoungOxy	
hsa-miR-509-3p	0	YoungOxy	
hsa-miR-2115-5p	0	YoungOxy	
hsa-miR-708-3p	0	YoungOxy	
hsa-miR-4521	0	YoungOxy	
hsa-miR-33a-5p	0	YoungOxy	
hsa-miR-212-3p	0	YoungOxy	
hsa-miR-6857-3p	0	YoungOxy	
hsa-miR-4772-5p	0	YoungOxy	
hsa-miR-3913-5p	0	YoungOxy	
hsa-miR-654-3p	0	YoungOxy	
hsa-miR-592	0	YoungOxy	
hsa-miR-6741-5p	0	YoungOxy	
hsa-miR-429	0	YoungOxy	
hsa-miR-9983-3p	0	YoungOxy	
hsa-miR-3651	0	YoungOxy	
hsa-miR-584-3p	0	YoungOxy	
hsa-miR-4762-5p	0	YoungOxy	
hsa-miR-520b-5p	0	YoungOxy	
hsa-miR-200b-5p	0	YoungOxy	
hsa-miR-98-3p	0	YoungOxy	
hsa-miR-548d-5p	0	YoungOxy	
hsa-miR-324-5p	0	YoungOxy	
hsa-miR-26a-1-3p	0	YoungOxy	
hsa-miR-6795-3p	0	YoungOxy	
hsa-miR-6855-5p	0	YoungOxy	
hsa-miR-6501-5p	0	YoungOxy	
hsa-miR-545-3p	0	YoungOxy	
hsa-miR-5696	0	YoungOxy	
hsa-miR-1251-5p	0	YoungOxy	
hsa-miR-3157-5p	0	YoungOxy	
hsa-miR-154-3p	0	YoungOxy	
hsa-miR-1270	0	YoungOxy	
hsa-miR-146a-3p	0	YoungOxy	
hsa-miR-93-3p	0	YoungOxy	
hsa-miR-135b-5p	0	YoungOxy	
hsa-miR-4665-5p	0	YoungOxy	
hsa-miR-548j-3p	0	YoungOxy	
hsa-miR-302a-3p	0	YoungOxy	
hsa-miR-125a-3p	0	YoungOxy	
