Name	RawCount	Condition	Log10 Count
hsa-miR-1250-5p	0.225791827	Young	-0.646291782
hsa-miR-766-3p	0.225791827	Young	-0.646291782
hsa-miR-1295a	0.225791827	Young	-0.646291782
hsa-miR-21-3p	0.225791827	Young	-0.646291782
hsa-miR-375-3p	0.225791827	Young	-0.646291782
hsa-miR-3157-5p	0.225791827	Young	-0.646291782
hsa-miR-491-3p	0.225791827	Young	-0.646291782
hsa-miR-362-3p	0.225791827	Young	-0.646291782
hsa-miR-1263	0.225791827	Young	-0.646291782
hsa-miR-215-5p	0.225791827	Young	-0.646291782
hsa-miR-1910-5p	0.225791827	Young	-0.646291782
hsa-miR-18a-3p	0.225791827	Young	-0.646291782
hsa-miR-629-3p	0.225791827	Young	-0.646291782
hsa-miR-675-3p	0.159434619	Young	-0.797417372
hsa-miR-6513-3p	0.159434619	Young	-0.797417372
hsa-miR-29b-2-5p	0.159434619	Young	-0.797417372
hsa-miR-627-5p	0.159434619	Young	-0.797417372
hsa-miR-3149	0.159434619	Young	-0.797417372
hsa-let-7g-3p	0.159434619	Young	-0.797417372
hsa-miR-551b-5p	0.159434619	Young	-0.797417372
hsa-miR-4645-3p	0.159434619	Young	-0.797417372
hsa-miR-3685	0.159434619	Young	-0.797417372
hsa-miR-1285-3p	0.159434619	Young	-0.797417372
hsa-miR-4796-3p	0.159434619	Young	-0.797417372
hsa-miR-4725-3p	0.159434619	Young	-0.797417372
hsa-miR-433-5p	0.159434619	Young	-0.797417372
hsa-miR-6811-5p	0.159434619	Young	-0.797417372
hsa-miR-4670-5p	0.159434619	Young	-0.797417372
hsa-miR-1234-3p	0.159434619	Young	-0.797417372
hsa-miR-6750-3p	0.159434619	Young	-0.797417372
hsa-miR-190a-3p	0.159434619	Young	-0.797417372
hsa-miR-1228-5p	0.159434619	Young	-0.797417372
hsa-miR-4697-5p	0.159434619	Young	-0.797417372
hsa-miR-3175	0.159434619	Young	-0.797417372
hsa-miR-7846-3p	0.159434619	Young	-0.797417372
hsa-miR-525-3p	0.159434619	Young	-0.797417372
hsa-miR-4656	0.159434619	Young	-0.797417372
hsa-miR-208b-5p	0.159434619	Young	-0.797417372
hsa-miR-939-5p	0.159434619	Young	-0.797417372
hsa-miR-1265	0.159434619	Young	-0.797417372
hsa-miR-3159	0.159434619	Young	-0.797417372
hsa-miR-4646-3p	0.159434619	Young	-0.797417372
hsa-miR-671-5p	0.159434619	Young	-0.797417372
hsa-miR-6786-3p	0.129934444	Young	-0.886275707
hsa-miR-6877-5p	0.129934444	Young	-0.886275707
hsa-miR-181c-3p	0.129934444	Young	-0.886275707
hsa-miR-3187-3p	0.129934444	Young	-0.886275707
hsa-miR-18b-5p	0.129934444	Young	-0.886275707
hsa-miR-3150b-3p	0.129934444	Young	-0.886275707
hsa-miR-323a-3p	0.129934444	Young	-0.886275707
hsa-miR-10a-3p	0.129934444	Young	-0.886275707
hsa-miR-5003-3p	0.129934444	Young	-0.886275707
hsa-miR-4659b-3p	0.129934444	Young	-0.886275707
hsa-miR-17-3p	0.129934444	Young	-0.886275707
hsa-miR-4433a-5p	0.129934444	Young	-0.886275707
hsa-miR-518c-5p	0.129934444	Young	-0.886275707
hsa-miR-3177-5p	0.129934444	Young	-0.886275707
hsa-miR-520g-3p	0.129934444	Young	-0.886275707
hsa-miR-520b-3p	0.129934444	Young	-0.886275707
hsa-miR-6848-5p	0.129934444	Young	-0.886275707
hsa-miR-3661	0.129934444	Young	-0.886275707
hsa-miR-4735-5p	0.129934444	Young	-0.886275707
hsa-miR-3162-5p	0.129934444	Young	-0.886275707
hsa-miR-2115-5p	0.129934444	Young	-0.886275707
hsa-miR-6501-5p	0.129934444	Young	-0.886275707
hsa-miR-302a-3p	0.129934444	Young	-0.886275707
hsa-miR-520d-3p	0.129934444	Young	-0.886275707
hsa-miR-3132	0.129934444	Young	-0.886275707
hsa-miR-363-5p	0.129934444	Young	-0.886275707
hsa-miR-2681-3p	0.129934444	Young	-0.886275707
hsa-miR-4728-3p	0.129934444	Young	-0.886275707
hsa-miR-5008-5p	0.129934444	Young	-0.886275707
hsa-miR-3936	0.129934444	Young	-0.886275707
hsa-miR-5695	0.129934444	Young	-0.886275707
hsa-miR-6785-5p	0.129934444	Young	-0.886275707
hsa-miR-6729-3p	0.129934444	Young	-0.886275707
hsa-miR-5006-3p	0.129934444	Young	-0.886275707
hsa-miR-487a-3p	0.112895914	Young	-0.947321777
hsa-miR-517-5p	0.112895914	Young	-0.947321777
hsa-miR-205-5p	0.112895914	Young	-0.947321777
hsa-miR-3192-5p	0.112895914	Young	-0.947321777
hsa-miR-3074-5p	0.112895914	Young	-0.947321777
hsa-miR-6803-3p	0.112895914	Young	-0.947321777
hsa-miR-134-5p	0.112895914	Young	-0.947321777
hsa-miR-1295b-3p	0.112895914	Young	-0.947321777
hsa-miR-3682-3p	0.112895914	Young	-0.947321777
hsa-miR-624-5p	0.112895914	Young	-0.947321777
hsa-miR-519a-3p	0.112895914	Young	-0.947321777
hsa-miR-519d-3p	0.112895914	Young	-0.947321777
hsa-miR-516a-5p	0.112895914	Young	-0.947321777
hsa-miR-196b-3p	0.112895914	Young	-0.947321777
hsa-miR-525-5p	0.112895914	Young	-0.947321777
hsa-miR-6859-3p	0.112895914	Young	-0.947321777
hsa-miR-323b-3p	0.112895914	Young	-0.947321777
hsa-miR-6827-5p	0.112895914	Young	-0.947321777
hsa-miR-345-3p	0.112895914	Young	-0.947321777
hsa-miR-185-3p	0.112895914	Young	-0.947321777
hsa-miR-3913-5p	0.112895914	Young	-0.947321777
hsa-miR-592	0.112895914	Young	-0.947321777
hsa-miR-516b-5p	0.112895914	Young	-0.947321777
hsa-miR-146a-3p	0.112895914	Young	-0.947321777
hsa-miR-518f-3p	0.112895914	Young	-0.947321777
hsa-miR-6775-3p	0.112895914	Young	-0.947321777
hsa-miR-1914-5p	0.112895914	Young	-0.947321777
hsa-miR-1292-5p	0.112895914	Young	-0.947321777
hsa-miR-6798-3p	0.112895914	Young	-0.947321777
hsa-miR-6862-5p	0.112895914	Young	-0.947321777
hsa-miR-499a-3p	0.112895914	Young	-0.947321777
hsa-miR-338-3p	0.112895914	Young	-0.947321777
hsa-miR-200a-3p	0.112895914	Young	-0.947321777
hsa-miR-548x-3p	0.112895914	Young	-0.947321777
hsa-miR-656-5p	0	Young	
hsa-miR-6827-3p	0	Young	
hsa-miR-3170	0	Young	
hsa-miR-4754	0	Young	
hsa-miR-3622a-5p	0	Young	
hsa-miR-3918	0	Young	
hsa-miR-373-3p	0	Young	
hsa-miR-365b-5p	0	Young	
hsa-miR-6874-3p	0	Young	
hsa-miR-448	0	Young	
hsa-miR-3200-5p	0	Young	
hsa-miR-548s	0	Young	
hsa-miR-548ah-5p	0	Young	
hsa-miR-515-5p	0	Young	
hsa-miR-3940-5p	0	Young	
hsa-miR-526a-3p	0	Young	
hsa-miR-6832-5p	0	Young	
hsa-miR-3682-5p	0	Young	
hsa-miR-6766-5p	0	Young	
hsa-miR-7702	0	Young	
hsa-miR-450a-2-3p	0	Young	
hsa-miR-5196-3p	0	Young	
hsa-miR-6793-3p	0	Young	
hsa-miR-6884-5p	0	Young	
hsa-miR-1276	0	Young	
hsa-miR-3163	0	Young	
hsa-miR-3617-5p	0	Young	
hsa-miR-483-3p	0	Young	
hsa-miR-4659a-3p	0	Young	
hsa-miR-3662	0	Young	
hsa-miR-1289	0	Young	
hsa-miR-4640-5p	0	Young	
hsa-miR-3611	0	Young	
hsa-miR-2278	0	Young	
hsa-miR-1179	0	Young	
hsa-miR-5002-5p	0	Young	
hsa-miR-4743-5p	0	Young	
hsa-miR-4727-3p	0	Young	
hsa-miR-561-3p	0	Young	
hsa-miR-514b-5p	0	Young	
hsa-miR-4723-3p	0	Young	
hsa-miR-4747-5p	0	Young	
hsa-miR-6516-5p	0	Young	
hsa-miR-3146	0	Young	
hsa-miR-5587-3p	0	Young	
hsa-miR-4690-3p	0	Young	
hsa-miR-4726-5p	0	Young	
hsa-miR-6765-5p	0	Young	
hsa-miR-6868-3p	0	Young	
hsa-miR-101-5p	0	Young	
hsa-miR-6511a-5p	0	Young	
hsa-miR-6748-3p	0	Young	
hsa-miR-1248	0	Young	
hsa-miR-4671-5p	0	Young	
hsa-miR-6826-5p	0	Young	
hsa-miR-6818-3p	0	Young	
hsa-miR-597-3p	0	Young	
hsa-miR-4722-5p	0	Young	
hsa-miR-5683	0	Young	
hsa-miR-6825-5p	0	Young	
hsa-miR-4748	0	Young	
hsa-miR-6780b-3p	0	Young	
hsa-miR-223-3p	0	Young	
hsa-miR-1238-3p	0	Young	
hsa-miR-664b-5p	0	Young	
hsa-miR-486-3p	0	Young	
hsa-miR-4765	0	Young	
hsa-miR-182-3p	0	Young	
hsa-miR-92b-5p	0	Young	
hsa-miR-3117-3p	0	Young	
hsa-miR-3065-3p	0	Young	
hsa-miR-6883-5p	0	Young	
hsa-miR-548n	0	Young	
hsa-miR-122b-3p	0	Young	
hsa-miR-6805-5p	0	Young	
hsa-miR-3942-5p	0	Young	
hsa-miR-10399-3p	0	Young	
hsa-miR-1245b-5p	0	Young	
hsa-miR-191-3p	0	Young	
hsa-miR-5688	0	Young	
hsa-miR-302a-5p	0	Young	
hsa-miR-20a-3p	0	Young	
hsa-miR-4699-5p	0	Young	
hsa-miR-6509-5p	0	Young	
hsa-miR-574-3p	0	Young	
hsa-miR-1266-5p	0	Young	
hsa-miR-342-3p	0	Young	
hsa-miR-329-5p	0	Young	
hsa-miR-3612	0	Young	
hsa-miR-4761-3p	0	Young	
hsa-miR-10392-5p	0	Young	
hsa-miR-6718-5p	0	Young	
hsa-miR-7155-3p	0	Young	
hsa-miR-550a-5p	0	Young	
hsa-miR-4637	0	Young	
hsa-miR-1246	0	Young	
hsa-miR-10398-5p	0	Young	
hsa-miR-4687-3p	0	Young	
hsa-miR-338-5p	0	Young	
hsa-miR-1185-2-3p	0	Young	
hsa-miR-766-5p	0	Young	
hsa-miR-1271-3p	0	Young	
hsa-miR-548ay-3p	0	Young	
hsa-miR-6852-5p	0	Young	
hsa-miR-548al	0	Young	
hsa-miR-196a-3p	0	Young	
hsa-miR-29a-5p	0	Young	
hsa-miR-4533	0	Young	
hsa-miR-1193	0	Young	
hsa-miR-6894-3p	0	Young	
hsa-miR-3941	0	Young	
hsa-miR-135a-2-3p	0	Young	
hsa-miR-590-5p	0	Young	
hsa-miR-3151-5p	0	Young	
hsa-miR-6854-3p	0	Young	
hsa-miR-6502-5p	0	Young	
hsa-miR-2113	0	Young	
hsa-miR-570-3p	0	Young	
hsa-miR-5000-5p	0	Young	
hsa-miR-3065-5p	0	Young	
hsa-miR-6739-3p	0	Young	
hsa-miR-125b-2-3p	0	Young	
hsa-miR-5001-3p	0	Young	
hsa-miR-4489	0	Young	
hsa-miR-2115-3p	0	Young	
hsa-miR-4460	0	Young	
hsa-miR-4680-5p	0	Young	
hsa-miR-4712-5p	0	Young	
hsa-miR-6802-3p	0	Young	
hsa-miR-504-3p	0	Young	
hsa-miR-3126-5p	0	Young	
hsa-miR-550a-3-5p	0	Young	
hsa-miR-6715a-3p	0	Young	
hsa-miR-6812-3p	0	Young	
hsa-miR-660-3p	0	Young	
hsa-miR-628-3p	0	Young	
hsa-miR-4422	0	Young	
hsa-miR-3131	0	Young	
hsa-miR-197-5p	0	Young	
hsa-miR-1911-5p	0	Young	
hsa-miR-494-5p	0	Young	
hsa-miR-6715b-3p	0	Young	
hsa-miR-3620-5p	0	Young	
hsa-miR-188-3p	0	Young	
hsa-miR-4688	0	Young	
hsa-miR-6782-5p	0	Young	
hsa-miR-548u	0	Young	
hsa-miR-4682	0	Young	
hsa-miR-5187-3p	0	Young	
hsa-miR-548at-5p	0	Young	
hsa-miR-4753-5p	0	Young	
hsa-miR-6743-3p	0	Young	
hsa-miR-511-5p	0	Young	
hsa-miR-503-5p	0	Young	
hsa-miR-6892-5p	0	Young	
hsa-miR-301a-3p	0	Young	
hsa-miR-1291	0	Young	
hsa-miR-4764-5p	0	Young	
hsa-miR-141-5p	0	Young	
hsa-miR-1185-5p	0	Young	
hsa-miR-4712-3p	0	Young	
hsa-miR-4717-3p	0	Young	
hsa-miR-20b-3p	0	Young	
hsa-miR-4636	0	Young	
hsa-miR-6514-5p	0	Young	
hsa-miR-509-3p	0	Young	
hsa-miR-708-3p	0	Young	
hsa-miR-4521	0	Young	
hsa-miR-33a-5p	0	Young	
hsa-miR-6857-3p	0	Young	
hsa-miR-4772-5p	0	Young	
hsa-miR-216b-5p	0	Young	
hsa-miR-6741-5p	0	Young	
hsa-miR-429	0	Young	
hsa-miR-3651	0	Young	
hsa-miR-584-3p	0	Young	
hsa-miR-4762-5p	0	Young	
hsa-miR-520b-5p	0	Young	
hsa-miR-548d-5p	0	Young	
hsa-miR-6795-3p	0	Young	
hsa-miR-6855-5p	0	Young	
hsa-miR-5696	0	Young	
hsa-miR-1251-5p	0	Young	
hsa-miR-4665-5p	0	Young	
hsa-miR-125a-3p	0	Young	
hsa-miR-548av-3p	0	Young	
hsa-miR-7705	0	Young	
hsa-miR-328-5p	0	Young	
hsa-miR-3129-5p	0	Young	
hsa-miR-6819-3p	0	Young	
hsa-miR-3121-3p	0	Young	
hsa-miR-610	0	Young	
hsa-miR-31-5p	0	Young	
hsa-miR-612	0	Young	
hsa-miR-541-3p	0	Young	
hsa-miR-636	0	Young	
hsa-miR-6783-5p	0	Young	
hsa-miR-6770-3p	0	Young	
hsa-miR-1258	0	Young	
hsa-miR-3138	0	Young	
hsa-miR-6508-3p	0	Young	
hsa-miR-6721-5p	0	Young	
hsa-miR-6864-5p	0	Young	
hsa-miR-6782-3p	0	Young	
hsa-miR-25-5p	0	Young	
hsa-miR-548am-3p	0	Young	
hsa-miR-194-5p	0	Young	
hsa-miR-4651	0	Young	
hsa-miR-4798-5p	0	Young	
hsa-miR-4781-3p	0	Young	
hsa-miR-5687	0	Young	
hsa-miR-9-3p	0	Young	
hsa-miR-4758-3p	0	Young	
hsa-miR-3609	0	Young	
hsa-miR-4667-5p	0	Young	
hsa-miR-548au-5p	0	Young	
hsa-miR-6780a-3p	0	Young	
hsa-miR-451b	0	Young	
hsa-let-7f-2-3p	0	Young	
hsa-miR-551a	0	Young	
hsa-miR-4660	0	Young	
hsa-miR-6829-5p	0	Young	
hsa-miR-6758-3p	0	Young	
hsa-miR-150-5p	0	Young	
hsa-miR-4446-3p	0	Young	
hsa-miR-100-3p	0	Young	
hsa-miR-760	0	Young	
hsa-miR-323a-5p	0	Young	
hsa-miR-877-5p	0	Young	
hsa-miR-301b-3p	0	Young	
hsa-miR-5000-3p	0	Young	
hsa-miR-642a-3p	0	Young	
hsa-miR-450a-1-3p	0	Young	
hsa-miR-3929	0	Young	
hsa-miR-4755-3p	0	Young	
hsa-miR-4435	0	Young	
hsa-miR-224-5p	0	Young	
hsa-miR-6842-5p	0	Young	
hsa-miR-3914	0	Young	
hsa-miR-6511b-5p	0	Young	
hsa-miR-219b-3p	0	Young	
hsa-miR-6749-3p	0	Young	
hsa-miR-1273h-5p	0	Young	
hsa-miR-4729	0	Young	
hsa-miR-3085-5p	0	Young	
hsa-miR-548l	0	Young	
hsa-miR-518f-5p	0	Young	
hsa-miR-4501	0	Young	
hsa-miR-3136-5p	0	Young	
hsa-miR-6726-3p	0	Young	
hsa-miR-6509-3p	0	Young	
hsa-miR-6815-5p	0	Young	
hsa-miR-6772-3p	0	Young	
hsa-miR-130a-5p	0	Young	
hsa-miR-187-3p	0	Young	
hsa-miR-4506	0	Young	
hsa-miR-4433b-3p	0	Young	
hsa-miR-523-3p	0	Young	
hsa-miR-6761-3p	0	Young	
hsa-miR-6734-3p	0	Young	
hsa-miR-579-3p	0	Young	
hsa-miR-136-5p	0	Young	
hsa-miR-1973	0	Young	
hsa-miR-3183	0	Young	
hsa-miR-3678-5p	0	Young	
hsa-miR-6507-5p	0	Young	
hsa-miR-4671-3p	0	Young	
hsa-miR-1244	0	Young	
hsa-miR-3940-3p	0	Young	
hsa-miR-4787-3p	0	Young	
hsa-miR-218-2-3p	0	Young	
hsa-miR-548az-3p	0	Young	
hsa-miR-6796-3p	0	Young	
hsa-miR-15a-3p	0	Young	
hsa-miR-6732-3p	0	Young	
hsa-miR-211-5p	0	Young	
hsa-miR-4695-5p	0	Young	
hsa-miR-219a-1-3p	0	Young	
hsa-miR-548ac	0	Young	
hsa-miR-655-5p	0	Young	
hsa-miR-3164	0	Young	
hsa-miR-6882-5p	0	Young	
hsa-miR-1197	0	Young	
hsa-miR-6885-3p	0	Young	
hsa-miR-487b-5p	0	Young	
hsa-miR-5582-3p	0	Young	
hsa-miR-6738-3p	0	Young	
hsa-miR-513c-5p	0	Young	
hsa-miR-520g-5p	0	Young	
hsa-miR-552-3p	0	Young	
hsa-miR-433-3p	0	Young	
hsa-miR-217-5p	0	Young	
hsa-miR-5187-5p	0	Young	
hsa-miR-6830-5p	0	Young	
hsa-miR-3529-5p	0	Young	
hsa-miR-6809-3p	0	Young	
hsa-miR-1976	0	Young	
hsa-miR-6762-5p	0	Young	
hsa-miR-4687-5p	0	Young	
hsa-miR-1-3p	2384959.585	YoungOxy	6.377481024
hsa-miR-206	600691.7014	YoungOxy	5.778651632
hsa-let-7f-5p	166376.2589	YoungOxy	5.221091355
hsa-let-7i-5p	157007.1586	YoungOxy	5.195919454
hsa-let-7a-5p	135648.9997	YoungOxy	5.132416596
hsa-miR-378a-3p	126805.9052	YoungOxy	5.103139479
hsa-miR-26a-5p	94002.3862	YoungOxy	4.973138878
hsa-miR-148a-3p	90290.31438	YoungOxy	4.955641165
hsa-let-7g-5p	54842.13883	YoungOxy	4.739114384
hsa-let-7b-5p	46415.33994	YoungOxy	4.666661536
hsa-miR-486-5p	40723.55946	YoungOxy	4.609845731
hsa-miR-143-3p	31685.96183	YoungOxy	4.500866895
hsa-miR-126-3p	25633.35953	YoungOxy	4.408805529
hsa-miR-423-5p	22123.66842	YoungOxy	4.344857141
hsa-let-7c-5p	16852.27667	YoungOxy	4.22665858
hsa-miR-151a-3p	14242.00215	YoungOxy	4.153571047
hsa-miR-92a-3p	11616.84269	YoungOxy	4.065088109
hsa-miR-22-3p	8407.063178	YoungOxy	3.924644311
hsa-miR-27b-3p	7944.732607	YoungOxy	3.900079285
hsa-miR-24-3p	7230.13966	YoungOxy	3.859146686
hsa-miR-30a-3p	5499.014392	YoungOxy	3.740284856
hsa-miR-30c-5p	4526.568835	YoungOxy	3.655769129
hsa-let-7d-5p	4338.23862	YoungOxy	3.637313436
hsa-miR-25-3p	3501.907735	YoungOxy	3.544304699
hsa-miR-30e-3p	3382.15333	YoungOxy	3.529193292
hsa-miR-21-5p	2935.13936	YoungOxy	3.467628726
hsa-miR-10b-5p	2709.438544	YoungOxy	3.432879305
hsa-miR-98-5p	2531.976775	YoungOxy	3.403459718
hsa-miR-99a-5p	2199.581953	YoungOxy	3.342340148
hsa-miR-196a-5p	2112.339254	YoungOxy	3.32476367
hsa-let-7d-3p	2088.28153	YoungOxy	3.319789047
hsa-miR-499a-5p	2034.975651	YoungOxy	3.308559217
hsa-miR-532-5p	1950.011565	YoungOxy	3.290037187
hsa-miR-423-3p	1947.32094	YoungOxy	3.289437534
hsa-let-7e-5p	1916.854472	YoungOxy	3.282589142
hsa-miR-100-5p	1719.134749	YoungOxy	3.235309919
hsa-miR-7-5p	1670.931967	YoungOxy	3.222958768
hsa-miR-101-3p	1530.458747	YoungOxy	3.184821628
hsa-miR-10a-5p	1331.66972	YoungOxy	3.124396525
hsa-miR-26b-5p	1104.034265	YoungOxy	3.042982552
hsa-miR-328-3p	966.880931	YoungOxy	2.985372995
hsa-miR-146b-5p	928.4813537	YoungOxy	2.967773186
hsa-miR-191-5p	915.0798484	YoungOxy	2.961458992
hsa-miR-182-5p	774.1914448	YoungOxy	2.888848368
hsa-miR-320a-3p	771.0908292	YoungOxy	2.887105538
hsa-miR-133a-3p	767.5322655	YoungOxy	2.885096641
hsa-miR-95-3p	733.0347232	YoungOxy	2.865124547
hsa-miR-409-3p	727.1647624	YoungOxy	2.861632825
hsa-miR-379-5p	723.0725224	YoungOxy	2.859181858
hsa-miR-183-5p	677.4289138	YoungOxy	2.830863729
hsa-miR-363-3p	664.4221143	YoungOxy	2.822444079
hsa-miR-125b-5p	637.2565271	YoungOxy	2.804314292
hsa-miR-181a-2-3p	579.7198679	YoungOxy	2.763218185
hsa-miR-103a-3p	579.2716753	YoungOxy	2.762882293
hsa-miR-185-5p	520.1555143	YoungOxy	2.716133207
hsa-miR-148b-3p	512.7961163	YoungOxy	2.709944727
hsa-miR-139-5p	512.6736423	YoungOxy	2.70984099
hsa-miR-196b-5p	478.6425563	YoungOxy	2.680011309
hsa-miR-152-3p	462.1093637	YoungOxy	2.664744769
hsa-miR-381-3p	457.2655481	YoungOxy	2.660168481
hsa-miR-340-5p	421.7960962	YoungOxy	2.625102556
hsa-miR-199b-5p	407.1721801	YoungOxy	2.609778097
hsa-miR-370-3p	361.6182505	YoungOxy	2.558250341
hsa-miR-133a-5p	359.4312291	YoungOxy	2.555615808
hsa-miR-127-3p	323.6702845	YoungOxy	2.51010283
hsa-miR-885-5p	299.6078774	YoungOxy	2.476553228
hsa-miR-615-3p	293.9856721	YoungOxy	2.468326165
hsa-miR-27b-5p	292.3352839	YoungOxy	2.465881236
hsa-miR-20a-5p	266.2686023	YoungOxy	2.425319959
hsa-miR-197-3p	264.213755	YoungOxy	2.421955423
hsa-miR-941	257.7161484	YoungOxy	2.411141632
hsa-miR-1299	253.369579	YoungOxy	2.40375447
hsa-miR-144-3p	252.0049641	YoungOxy	2.401409096
hsa-miR-139-3p	247.7955097	YoungOxy	2.394093432
hsa-miR-140-3p	226.0635592	YoungOxy	2.354230561
hsa-miR-378a-5p	215.0463521	YoungOxy	2.33253208
hsa-miR-2110	214.5467555	YoungOxy	2.331521951
hsa-miR-199b-3p	206.5238478	YoungOxy	2.314970208
hsa-miR-193b-5p	200.6102265	YoungOxy	2.302353068
hsa-miR-629-5p	185.1272451	YoungOxy	2.267470338
hsa-miR-27a-3p	172.6150425	YoungOxy	2.23707864
hsa-miR-192-5p	170.7841221	YoungOxy	2.232447492
hsa-miR-451a	169.7768071	YoungOxy	2.229878362
hsa-miR-181a-5p	168.3773758	YoungOxy	2.226283737
hsa-miR-27a-5p	167.5052482	YoungOxy	2.224028419
hsa-miR-93-5p	159.7196338	YoungOxy	2.203358306
hsa-miR-199a-5p	159.6183107	YoungOxy	2.20308271
hsa-miR-504-5p	155.3339241	YoungOxy	2.191266314
hsa-miR-30c-2-3p	151.0820321	YoungOxy	2.179212818
hsa-miR-493-5p	144.7344151	YoungOxy	2.16057181
hsa-miR-16-5p	142.2529337	YoungOxy	2.153061232
hsa-miR-374a-3p	137.5636001	YoungOxy	2.138503533
hsa-miR-23b-5p	127.1849387	YoungOxy	2.104435685
hsa-miR-543	124.6497269	YoungOxy	2.095691331
hsa-miR-125a-5p	124.5199866	YoungOxy	2.095239065
hsa-miR-218-5p	122.2259593	YoungOxy	2.087163455
hsa-miR-23b-3p	118.7752174	YoungOxy	2.074725834
hsa-miR-340-3p	116.576175	YoungOxy	2.066609801
hsa-miR-335-3p	113.3886326	YoungOxy	2.054569518
hsa-miR-195-3p	107.0066446	YoungOxy	2.029410746
hsa-miR-365a-3p	105.8620026	YoungOxy	2.024740105
hsa-miR-106b-3p	104.7761415	YoungOxy	2.020262401
hsa-miR-126-5p	100.5029942	YoungOxy	2.002179
hsa-miR-382-5p	99.29402877	YoungOxy	1.996923132
hsa-miR-365a-5p	99.07528119	YoungOxy	1.995965314
hsa-miR-146a-5p	98.07782667	YoungOxy	1.991570834
hsa-miR-29a-3p	92.31271172	YoungOxy	1.965261509
hsa-miR-125b-1-3p	92.11465364	YoungOxy	1.964328723
hsa-miR-17-5p	83.87186313	YoungOxy	1.923616291
hsa-miR-378d	79.88497142	YoungOxy	1.902465084
hsa-miR-144-5p	77.45780451	YoungOxy	1.889065183
hsa-miR-485-5p	72.99409541	YoungOxy	1.863287731
hsa-miR-186-5p	70.85983429	YoungOxy	1.850400132
hsa-miR-493-3p	69.20593165	YoungOxy	1.840143319
hsa-miR-654-5p	68.15134471	YoungOxy	1.833474429
hsa-miR-361-3p	66.74964831	YoungOxy	1.824448982
hsa-miR-30b-3p	62.60960883	YoungOxy	1.79664099
hsa-miR-145-5p	62.41378478	YoungOxy	1.795280519
hsa-miR-99b-3p	59.97018196	YoungOxy	1.777935367
hsa-miR-671-3p	59.8537208	YoungOxy	1.777091153
hsa-miR-28-5p	58.69010858	YoungOxy	1.768564913
hsa-miR-6505-3p	57.67819683	YoungOxy	1.761011675
hsa-miR-193a-5p	57.2685208	YoungOxy	1.757915966
hsa-miR-1303	56.38537052	YoungOxy	1.751166439
hsa-miR-140-5p	55.60930375	YoungOxy	1.745147458
hsa-miR-411-5p	55.55656583	YoungOxy	1.744735392
hsa-miR-195-5p	55.45079303	YoungOxy	1.743907762
hsa-miR-548o-3p	54.24871238	YoungOxy	1.734389434
hsa-miR-1307-3p	54.12300442	YoungOxy	1.733381897
hsa-miR-145-3p	47.22512492	YoungOxy	1.674173115
hsa-miR-133b	46.8167346	YoungOxy	1.670401119
hsa-miR-6505-5p	46.22413021	YoungOxy	1.664868748
hsa-miR-3173-5p	45.30343049	YoungOxy	1.656131089
hsa-miR-1271-5p	43.80205573	YoungOxy	1.641494493
hsa-miR-628-5p	43.32341124	YoungOxy	1.636722645
hsa-miR-374a-5p	40.22441861	YoungOxy	1.604489776
hsa-miR-22-5p	39.05454844	YoungOxy	1.591671621
hsa-miR-1301-3p	37.55903827	YoungOxy	1.574714463
hsa-miR-142-5p	37.3226181	YoungOxy	1.571972101
hsa-miR-208b-3p	36.54440182	YoungOxy	1.562820857
hsa-miR-1180-3p	36.19441771	YoungOxy	1.558641594
hsa-miR-1255a	34.8945472	YoungOxy	1.542757567
hsa-miR-32-5p	34.70024489	YoungOxy	1.54033254
hsa-miR-769-5p	31.42970045	YoungOxy	1.497340242
hsa-miR-320c	30.98722115	YoungOxy	1.491182632
hsa-miR-424-3p	29.98021024	YoungOxy	1.476834674
hsa-miR-744-5p	29.62575978	YoungOxy	1.471669497
hsa-miR-454-3p	29.28386117	YoungOxy	1.466628339
hsa-miR-885-3p	28.97482889	YoungOxy	1.46202088
hsa-miR-222-3p	28.85151225	YoungOxy	1.460168582
hsa-miR-16-2-3p	28.21542456	YoungOxy	1.45048659
hsa-miR-181b-5p	27.62284205	YoungOxy	1.44126836
hsa-miR-501-3p	27.51005432	YoungOxy	1.439491448
hsa-miR-374b-5p	27.22287491	YoungOxy	1.434933988
hsa-miR-574-5p	27.20206192	YoungOxy	1.434601825
hsa-miR-505-5p	25.87808168	YoungOxy	1.412932079
hsa-miR-184	25.55481633	YoungOxy	1.407472764
hsa-miR-345-5p	25.5253046	YoungOxy	1.406970933
hsa-miR-485-3p	24.66397436	YoungOxy	1.39206306
hsa-miR-4732-3p	24.29478495	YoungOxy	1.385513059
hsa-miR-361-5p	23.65677379	YoungOxy	1.373955517
hsa-miR-4732-5p	23.47497907	YoungOxy	1.370605214
hsa-miR-193b-3p	22.41019138	YoungOxy	1.350445565
hsa-miR-502-3p	21.38324532	YoungOxy	1.330073618
hsa-miR-500a-3p	20.88852403	YoungOxy	1.319907754
hsa-miR-128-3p	20.62374508	YoungOxy	1.314367532
hsa-miR-92b-3p	19.95877292	YoungOxy	1.300133837
hsa-miR-483-5p	19.79086741	YoungOxy	1.296464829
hsa-miR-5698	19.78353622	YoungOxy	1.296303922
hsa-miR-30c-1-3p	19.56205875	YoungOxy	1.291414559
hsa-miR-889-3p	19.52306156	YoungOxy	1.290547924
